Air_Density,Temperature,Humidity,Blade_Length,Power_Output
1.237,32.3,46.2,38,2368.06
1.06,26.6,51.5,47,3000.46
1.242,5.8,45.4,54,4273.48
1.255,2.2,32.4,47,3108.61
1.087,24.8,46.6,48,3201.59
1.286,14,92.6,47,2646.73
1.015,19.7,97.7,31,1191.11
1.045,22.4,32,41,2139
1.161,17.9,73,74,6429.85
1.173,20.7,97.4,58,5597.85
1.194,34.4,36.5,80,10220.58
1.005,33.4,87.2,73,6526.6
1.288,-2.5,43.7,33,1338.06
1.013,19.3,52.8,71,6405.35
1.043,12,93.3,40,1807.04
1.004,4.3,24.6,42,1969.76
1.17,21.6,55.9,64,6154.8
1.28,15.5,60.5,72,7333.57
1.2,28.7,92.1,37,1799.05
1.247,-5.3,65.9,44,2101
1.004,5.1,95.6,54,3217.12
1.163,-8.7,45.4,56,3223.46
1.138,27.3,59.5,75,7773.93
1.15,35.6,21.8,69,8263.61
1.022,19.4,99.1,45,2282.97
1.205,20.8,38.7,58,5629.68
1.151,-7.7,94.3,76,6661.65
1.23,15.2,52,44,2424.48
1.146,16.3,33.2,71,6431.77
1.045,-8.1,53.6,66,3388.32
1.194,29.1,45.9,34,1796.98
1.052,3.9,96.1,68,5801.26
1.262,26.2,81.7,70,7092.48
1.184,10.1,36.6,48,2458.16
1.047,39.8,63.2,42,2657.8
1.289,0.6,73.6,57,3569.14
1.156,-7.1,66.3,77,6376.15
1.022,39,93.3,80,8542.04
1.188,2.2,29,51,2670.88
1.076,21.8,23.2,63,5366
1.241,8.7,69,46,2563.59
1.245,22,79.6,30,1530.36
1.294,19.8,84.8,65,5303.76
1.151,25.4,36.9,68,6379.31
1.136,-9.1,35.2,78,5885.91
1.226,31.8,87.1,74,9317.53
1.04,13.9,47,51,2544.98
1.164,15.9,72.8,36,1691.05
1.164,10.6,32.1,65,5425.4
1.027,39.5,84.1,34,1806.06
1.125,30.1,96.9,66,6047.86
1.256,5.6,97.7,49,2787.93
1.257,29.2,61.5,45,3444.13
1.03,11.8,39.1,31,1246.41
1.027,33.5,31.3,49,2982.98
1.079,-8.5,39.7,74,4714.46
1.262,7.8,69.7,79,7920.57
1.039,11.5,54.9,73,6463.35
1.216,27.2,58.2,32,1332.57
1.03,-0.9,57.9,35,1416.54
1.187,4.3,83.5,63,5091.3
1.107,26.2,86.5,56,5143.9
1.237,-6.2,21.1,49,2941.58
1.07,0.1,93.5,71,4641.11
1.192,27.7,51.1,38,2033.88
1.071,33.8,39.3,33,1496.58
1.214,26.4,99.7,57,4247.46
1.262,16.4,29.8,63,5119.31
1.038,-5,45.7,41,1579.71
1.26,31.4,92.6,57,5730.12
1.178,-3.8,58.1,35,1348.11
1.038,9.3,94.1,66,4758.17
1.128,-7.5,39.3,59,3063.92
1.048,25.5,52.6,40,2094.44
1.21,15.2,24.1,57,4397.83
1.228,35.4,56.3,70,7118.89
1.032,-3.1,20,49,2878.33
1.152,31,45.4,43,2627.76
1.244,15.5,77.2,52,4435.94
1.281,8.3,77.9,55,4873.61
1.154,22.2,54.2,68,7384.42
1.285,29.5,21,39,2315.12
1.161,12,30.5,66,5209.7
1.118,1.6,39.4,39,1966.98
1.254,35.8,21.3,49,4354.16
1.148,5.6,37.4,38,1741.5
1.142,39.9,61.9,77,9514.89
1.147,28.4,30.1,36,1917.23
1.254,24.4,89.3,36,1673.78
1.25,-9.4,24.8,73,6570.66
1.121,12.4,82.1,44,2588.74
1.1,15.1,55.7,64,4771.31
1.148,8.8,69,30,960.09
1.172,-2.5,58.7,67,5609.74
1.072,8.4,54.3,55,2986.69
1.238,-6.3,74.4,59,4431.51
1.146,4.5,38.2,58,4361.03
1.1,-5.8,58.9,51,2316.88
1.032,27.6,84.6,64,5628.31
1.072,23.6,32.4,51,3608.79
1.285,37,27.4,37,2439.77
1.092,9,68.3,65,4726.67
1.051,29.3,97.1,65,6243.1
1.138,19.4,54.3,33,1745.82
1.092,22.3,85.2,51,2799.49
1.011,17.4,57.6,80,7800.09
1.097,29,38.8,67,6415.27
1.163,-7.9,58.8,36,1331.11
1.166,-6,55.4,38,1714.21
1.107,-5.2,40.2,33,1296.93
1.134,4.4,48.3,58,3512.45
1.29,19.6,51.4,71,7664.9
1.113,22.3,88.7,80,7293.88
1.077,25.6,44.6,52,4056.57
1.073,4,94,31,1271.76
1.137,22.5,21.1,70,8091.37
1.228,-4.1,30.3,74,5325.95
1.062,-9.5,22.2,54,3345.12
1.213,24.7,81.4,69,7128.09
1.006,25.8,30,47,2925.91
1.126,21.1,65.9,46,2846.68
1.233,2.9,82.2,74,7706.78
1.102,36.4,59.1,73,7819.14
1.169,33.8,27.8,77,8151.97
1.061,15.8,87,74,8069.96
1.223,39.5,36.5,49,4746.57
1.016,4.9,27.6,37,1181.09
1.256,14.6,81.4,35,1773.48
1.059,36.4,22.2,33,1789.42
1.262,13.1,69.4,54,3607.98
1.106,13.6,53.6,40,2359.33
1.217,-6,54.8,56,3532.95
1.096,0.6,84.4,76,5960.56
1.272,-2.1,23.7,76,8325.83
1.038,18.3,79.3,73,6591.35
1.054,5.9,76.4,79,6029.46
1.148,-6.1,91.1,80,6094.06
1.025,15.5,66.2,71,6658.09
1.059,23.5,32.8,50,2774.96
1.283,26.8,23.7,56,5947.19
1.293,31.9,55.4,79,12295.68
1.113,14.1,77.6,72,5740.89
1.277,9.5,23.4,44,3043.87
1.163,24.2,39.9,41,2120.79
1.081,-9.3,81.7,51,2234.48
1.211,21.7,38.4,62,4584.16
1.198,10.3,50.5,79,6666.64
1.297,12.6,79.8,77,9764.75
1.08,4.8,54.4,78,7051.96
1.202,-3.6,81.7,76,6768.29
1.016,10.1,41.6,57,3873.42
1.034,5.4,96.6,51,3335.6
1.001,38,27.5,53,4088.97
1.3,37.2,80.1,50,4387.11
1.241,22.2,25.9,73,8153.72
1.236,35.2,87.6,65,7485.24
1.153,27.6,30.9,35,1702.31
1.09,7.3,66.9,42,2008.98
1.045,20.2,46.7,68,4884.47
1.085,1,68.4,49,2571.81
1.113,24.4,23.8,38,2387.56
1.227,-7.8,90.5,56,3198.06
1.162,31.6,77.1,69,7115.89
1.023,19.2,47.7,53,3752.14
1.005,-7.1,57.6,75,4694.4
1.031,33.6,70.1,80,10453.05
1.123,33.9,69.4,65,6978.81
1.28,32.6,71.2,71,9620.23
1.191,28.7,32.4,40,2457.62
1.241,23.9,83.5,63,5548.79
1.14,9.8,56.8,44,2767.6
1.108,-3.2,84,49,2733.38
1.033,4.4,94.3,44,2452.29
1.263,7.4,28.3,80,7439.02
1.235,7.9,48.5,67,6032.61
1.05,18.3,62.5,67,5533.78
1.154,0.4,30.8,43,1971.37
1.146,-0.5,40.7,80,7118.24
1.188,25.8,23.9,33,1363.29
1.284,-9.6,74.5,73,6902.72
1.174,-2.5,59.7,33,1234.99
1.162,11.7,22.5,31,1008.78
1.015,-2.5,44.3,30,845.48
1.019,38,52.7,68,6940.55
1.056,23.5,47.4,57,4361.35
1.01,11.6,21.5,67,5328.67
1.223,-4.4,43,31,1002.41
1.217,9.3,26.5,37,1997.1
1.041,22.5,20.5,47,3022.66
1.251,38.4,48.3,48,4051.04
1.046,13.6,50.9,32,1436.24
1.09,24.6,93.2,78,9778.13
1.075,-0.2,30.3,76,5553.25
1.112,21.2,76,72,7408.03
1.076,2,41.1,38,1520.4
1.147,-0.1,59.8,58,3700.83
1.122,15.5,54.5,54,3851.59
1.296,0.6,58.7,59,3634.78
1.017,26.1,81,74,6606.03
1.043,36.9,21.5,61,5711.54
1.016,9.7,46.3,62,4930.74
1.188,6.1,47.2,40,2060.76
1.016,-1.2,27.6,79,5727.6
1.251,9.5,20.9,67,6252.7
1.154,18,77.5,60,4229.91
1.158,8.6,90.6,32,1095.24
1.168,21.2,44.9,41,2552.73
1.051,23.1,72.2,56,3407.42
1.059,-5.1,99.6,42,1972.49
1.096,24.9,33.1,37,1830.65
1.178,35,42.1,50,4586.62
1.063,-8.7,85.4,39,1335.76
1.035,17.6,20.3,46,2397.88
1.291,20.2,67.4,42,3204.61
1.007,25.5,58.2,66,4431.32
1.241,9.3,77.7,36,1716.76
1.236,30.9,62.3,35,2040.84
1.089,17,61.3,63,5320.53
1.041,10.4,76.8,71,5776.17
1.044,26,64,80,8875.74
1.209,36.4,98.9,58,5437
1.193,30.6,75.8,63,6082.77
1.235,36.5,84.5,66,7678.08
1.281,3.3,53.8,45,2384.68
1.208,-4.1,96.6,53,3581.82
1.047,16.7,55.9,58,4540.1
1.073,-7.8,47.7,39,1364.91
1.253,23.7,95.1,52,3397.85
1.063,2,50.2,36,1393
1.022,12.7,49.2,51,3052.74
1.211,22.8,64.5,78,10447.16
1.121,14.2,88,46,2651.14
1.276,1.8,46.4,65,4785.11
1.195,34,86.4,37,2195.54
1.027,28.2,33,78,9524.57
1.284,20.1,33.8,34,1982.67
1.078,24.9,56.1,74,8231.12
1.101,10.8,41.1,43,2680.68
1.121,8.8,58.7,67,5219.16
1.015,-2,21,74,6316.12
1.149,30.2,42.1,62,4792.78
1.037,9.1,95.8,41,1762.25
1.12,24.6,90.3,36,2007.96
1.105,5,22.3,43,1915.81
1.232,29.8,84.3,74,9050.75
1.241,-4.7,55.5,49,2891.51
1.046,21.3,85.3,71,6999.31
1.11,30.4,42.4,70,6013.84
1.112,23,64,48,3393.2
1.045,24.8,98.9,43,2524.9
1.24,16.3,46.1,59,4861.81
1.212,18,90.8,65,5086.89
1.057,-6.7,90.2,55,2517.16
1.11,2.5,32.3,79,8324.99
1.032,26.1,39.5,34,1237.11
1.188,37.3,30.2,77,9640.69
1.036,17.1,43,78,6476.17
1.296,26.3,61.9,48,3557.5
1.234,24.2,94.2,61,6828.7
1.117,40,51.7,45,2943.79
1.174,29.8,99,55,4479.2
1.273,21.4,51.9,33,1911.1
1.166,-4.2,67.1,52,2644.83
1.052,8.1,97.2,55,3200.76
1.114,2.5,68.1,47,2751.5
1.253,32.7,51,77,10031.56
1.193,12.3,62,51,3967.48
1.195,16.8,63.5,30,1078.87
1.26,38.2,28.4,77,10299.95
1.268,31.8,52.4,51,5184.89
1.276,29.5,62.1,42,2876.81
1.028,-2.9,82.3,58,3018.36
1.163,-8.9,20.5,62,4787.77
1.222,-3.7,85.1,47,3074.46
1.227,27,41.6,74,9674.62
1.182,10.5,77.2,70,5729.17
1.05,-4.1,81.8,30,770.52
1.239,27,88.8,43,2465.21
1.216,-0.3,96.1,79,7114.79
1.026,19.5,92,58,4868.25
1.139,27.1,70.7,44,2735.8
1.052,20.4,78,39,2290.42
1.101,39.7,76.2,65,6058.41
1.005,11.7,61.4,59,3437.73
1.12,5.6,81.5,60,3576.34
1.165,0.1,56.2,61,4659.74
1.186,15.2,85.6,78,8036.34
1.199,32.6,79.5,80,11321.13
1.251,37.3,59.2,51,4733.72
1.065,38.6,61.1,48,3284.49
1.036,16.6,71.3,78,7959.61
1.255,20.3,46.6,56,4819.82
1.047,19.1,64.5,39,1619.31
1.292,13.3,92,37,2183.03
1.253,-2.4,44.9,65,4189.95
1.15,-6.7,75.2,42,1866.57
1.294,11.8,23.2,52,3993.77
1.029,-0.7,30.3,67,5216.93
1.091,34.3,90.8,67,6588.86
1.191,28.1,92.3,69,7408.23
1.105,20.9,65.5,61,4946.85
1.279,-7.6,67.8,72,6317.77
1.02,21.1,52.8,74,7231.37
1.165,21.1,67.7,48,2796.76
1.177,12,90.1,34,1702.79
1.196,22.9,32.4,32,1443.22
1.077,32.9,60,58,4197.64
1.109,27.9,90.1,39,2353.02
1.253,13.7,25.7,42,2746.06
1.058,3.1,36.1,78,6673.72
1.248,13.9,61,37,1795.87
1.169,37.3,69.4,49,4072.15
1.229,31,76.6,68,7712.42
1.214,-8.6,34.8,65,4950.05
1.062,29.1,67.8,54,4396.99
1.171,-1.5,47.5,47,2653.62
1.26,18.6,45.3,55,3952.78
1.13,30.3,25,32,1229.33
1.29,18.1,29.9,53,3595.29
1.136,10.2,83.9,63,5374.08
1.043,6.1,56.5,43,2330.98
1.117,5.3,79.9,67,4229.93
1.286,31.9,85.4,72,8377.01
1.096,31.3,83.5,34,1769.83
1.26,31.2,98.5,69,9090.82
1.264,4.1,40.7,48,2483.33
1.105,29.9,25.8,55,4611.46
1.025,-8.2,61.8,31,883.45
1.217,0.3,97.1,80,6538.34
1.093,15.7,36.2,75,7954.16
1.235,10.3,63.5,62,5672.49
1.133,-4.4,52.8,45,1890.57
1.146,-7.9,69.9,48,2720.46
1.233,20.6,54.9,43,3207.78
1.115,5.7,99.1,34,1194.26
1.133,-9.2,82.3,65,4482.7
1.113,11.5,81.8,47,2412.6
1.11,5.3,49.4,54,3265.83
1.158,18.8,81.2,30,1025.16
1.243,36.5,61.7,38,2746.11
1.109,5.4,88.6,41,1582.88
1.157,39.9,82.6,54,5264.36
1.201,-5.7,73.6,63,3711.67
1.081,-5.6,39.3,39,1624.75
1.083,25.6,65.9,57,4623.59
1.28,27.4,91.4,51,4327.66
1.217,11.1,69.9,41,1929.47
1.173,4.3,86.5,49,3516.28
1.194,29.7,62.7,65,7510.1
1.009,37.8,87.4,56,4113.19
1.185,39.5,66.7,40,2647.04
1.153,21.7,88.1,74,7646.27
1.164,27,57.8,39,2166.83
1.108,31.1,73.3,35,2001.7
1.024,29.9,24.6,34,1568.35
1.058,39.7,55,79,8613.88
1.285,30.5,31.2,31,1854.96
1.123,23.1,38.4,30,1344.84
1.14,8.8,63.3,39,2192.75
1.016,19.9,63.3,73,7185.45
1.011,34,83.9,51,2851.16
1.215,5.3,58,61,5646.72
1.161,-8.5,95.5,35,1384.3
1.153,6.4,46.8,46,2329.25
1.073,38,56.7,32,1457.94
1.223,29.7,81.6,72,8691.71
1.05,-0.6,72.6,61,3208.77
1.057,-9.4,33.3,64,3846.74
1.138,23.5,61.5,43,2800.21
1.086,19,26.1,61,4000.75
1.074,-5.9,31.9,49,2058.03
1.194,38.3,28.4,53,5151.97
1.195,20.9,27.6,54,4417.69
1.247,22.6,31.7,80,10615.17
1.125,32.7,91.2,57,5203.99
1.022,6.9,75,32,1145.3
1.082,17.9,74,70,5095.98
1.294,18.8,91.7,57,4862.98
1.179,38.4,75.8,50,3804.96
1.213,-3.4,68.7,35,1667.1
1.002,27.9,79.6,65,5365.49
1.155,18.8,75.8,38,2191.21
1.011,32.3,68.1,79,7592.46
1.171,31.6,28.6,52,4555.74
1.276,-9.4,25.6,76,6150.69
1.291,2.8,33.2,60,4143.32
1.162,-1,69.7,70,6467.09
1.137,13.1,61.8,53,3750.51
1.284,35.3,63.7,46,3622.27
1.202,-9.7,50.8,55,3579.06
1.019,14.4,85.8,70,6754.78
1.14,34.2,79.4,63,6866.17
1.072,36.3,24.1,34,1359.94
1.141,22.9,36,78,8748.38
1.137,31.5,63.7,31,1171.01
1.175,6.2,35.3,76,7107.22
1.107,4.3,31.3,51,3012.67
1.049,-7.5,20.8,34,972.5
1.151,15.2,98.6,55,4591.92
1.249,12.8,38.5,50,3246.79
1.199,8.6,53.8,31,1100.89
1.102,-4.3,70.2,64,3842.65
1.281,1.5,39.7,50,2739.52
1.274,0.2,85.1,44,2565.12
1.063,37.2,67.4,43,3052.64
1.012,38.3,74.8,55,4538.54
1.222,-9.8,32.3,37,1388.69
1.248,-1.5,77.8,74,6559.69
1.29,34.4,24.2,45,3281.24
1.267,-8.1,45.7,67,6078.48
1.18,37.2,54.4,51,3956.44
1.159,9,27.6,78,7314.22
1.008,16.9,64.7,52,2754.7
1.074,28.2,47.3,37,1994.05
1.138,2.2,30.8,36,1479.39
1.189,-5,42.8,57,3821.1
1.167,30.5,66.4,55,4989.28
1.223,39.2,38,51,5196.78
1.084,22.9,57.6,57,4546.82
1.169,31.3,75.2,79,9137.88
1.026,37.1,68.9,55,5064.34
1.124,1.4,81.1,65,5304.89
1.225,7.5,75.4,64,5557.54
1.208,1,58.8,38,1741.34
1.297,-6.9,61.6,41,1646.36
1.083,26.6,41.2,42,2701.96
1.149,-2.7,94.6,47,2630.96
1.099,-5.4,92.2,64,4082.82
1.132,7.9,85.3,31,1003.28
1.257,-7,31.9,32,1419.58
1.205,-1,81.8,66,4535.7
1.265,-6.5,94.2,67,4280.95
1.061,33.9,92.8,74,8644.07
1.262,29,92.4,36,1978.15
1.018,33,73.9,65,5236.26
1.267,33.4,40,55,5221.87
1.099,37.2,66.8,51,3291.8
1.094,-0.7,42.7,47,2766.78
1.154,35,84.1,73,8046.58
1.282,16.3,33.8,65,6591.41
1.014,-1.7,37.3,55,2514.94
1.106,22.8,41.2,36,1761.42
1.257,6.4,67.5,73,7902.76
1.119,-7.7,67,80,5414.33
1.06,-6.1,63.9,63,4631.64
1.127,11.2,31.6,55,3862.58
1.116,31.3,57.1,75,7230.15
1.275,5.6,94.3,38,1891.59
1.229,28.3,95.1,69,7784.79
1.152,-7.2,58.4,64,3601.97
1.297,9.7,41,74,8460.98
1.14,-3.6,99.4,66,4283.87
1.017,33.2,37.6,42,2549.19
1.079,38.4,87.3,73,6986.44
1.131,6.3,43.6,78,7609.44
1.047,39.4,92.8,72,7487.15
1.284,27.6,29.5,39,2805.8
1.23,-9.9,45.3,76,6887.67
1.08,14.3,71.4,75,7933.42
1.177,31.7,27.6,41,2429.64
1.216,16.7,51.3,78,7342.85
1.282,17.5,51.5,31,1214.63
1.264,12.4,60.9,67,7561.69
1.155,9.8,20.3,46,3207.34
1.232,-8.6,72.1,68,4173.26
1.169,21.1,52.7,35,1726.07
1.166,28.3,39.4,77,7844.65
1.034,29.5,36.5,64,5723.15
1.038,21.2,82,67,4890.41
1.159,7.1,42.9,39,1701.59
1.081,-8.9,74.2,44,1955.96
1.006,34.8,20.8,80,8993.29
1.217,11.5,97.6,64,6177.22
1.01,20.1,26.4,54,3159.42
1.179,-0.3,52.4,76,7810.78
1.162,-2.9,73.4,56,3272.73
1.291,-5.7,69.9,47,2596.63
1.145,29.9,91.4,73,9109.66
1.019,22.3,97.6,34,1493.05
1.166,21.1,77.6,69,5599.11
1.252,36,71.1,50,5061.65
1.299,-2.1,27.9,78,7305.34
1.129,-1.5,55.3,58,4008.61
1.096,-0.5,35,40,2026.88
1.272,11.2,50.4,45,2689.31
1.057,33.7,31.3,51,4274.1
1.185,34.1,82.8,73,8685.93
1.122,19.5,61.1,63,4263.5
1.012,22.9,28.8,71,5203.8
1.104,34.9,61.7,36,1984.9
1.08,21.2,46.4,50,3731.4
1.206,1.5,60.1,79,7065.38
1.285,25.2,40.5,53,4628.52
1.08,28.5,80.5,50,3329.03
1.243,21.8,20.7,80,8282.23
1.017,3.7,31.2,65,4576.38
1.161,10,65.7,51,3528.75
1.021,13.5,71.9,79,8377.83
1.28,-2.7,23.3,32,1353.84
1.23,12.6,73.3,66,7089.49
1.197,-1.9,36.1,40,2188.6
1.247,15,31.8,69,8002.47
1.194,-7.5,21.6,73,5543.62
1.291,37.4,59.3,63,5864.84
1.214,2.3,80.2,55,4429.63
1.277,13.4,67.6,52,4037.81
1.155,-8.4,89.3,69,4439.51
1.035,-0.4,62.7,61,3358.94
1.158,24.7,20.7,49,3546.93
1.038,-4.4,88.4,38,1614.53
1.178,21.4,93.5,55,3716.62
1.145,-9.9,89.9,76,4935.43
1.187,13.3,35.2,44,2770.67
1.003,26.1,99.2,72,6594.47
1.058,36.3,96.9,52,4187.63
1.147,14.6,88.5,60,4885.52
1.285,32,66.5,57,6092.51
1.115,30.1,35.9,38,2383.41
1.127,4.8,35.5,34,1341.59
1.214,33.7,61.5,45,3463.28
1.181,22,91.4,62,5979.98
1.09,-4.8,50.6,59,3303.55
1.123,37,59.5,45,3555.3
1.065,-1.2,53.5,39,1398.62
1.29,13.5,79.1,51,4267.22
1.039,13.3,27.9,57,3153.19
1.112,21.3,77.6,53,3176.03
1.008,23.2,82.8,63,5422.68
1.067,1.6,77.2,43,2122.67
1.234,7.6,74.2,76,6302.79
1.06,-2.8,51.2,76,6729.1
1.024,-3.7,58.7,36,1127.43
1.142,31.3,36.9,49,4042.51
1.003,27.5,75.4,41,2193.23
1.025,12.1,36.7,33,1009.16
1.242,-5.2,64.6,31,1014.24
1.231,12.5,79.8,42,2771.56
1.275,4.7,34.8,41,1902.08
1.256,28.9,41.7,67,8526.47
1.205,-5.2,55.1,37,1545.89
1.016,12.6,71.8,78,5833.9
1.235,19.6,45.9,69,5677.97
1.254,39.3,34.2,31,1985.39
1.24,-5.5,32.4,50,2531.82
1.153,-4.3,41,42,2177.55
1.07,39.4,52.4,35,1984.25
1.254,10.3,27.4,35,1619.32
1.218,27.2,96.2,51,4686.87
1.294,29.2,99.9,44,3330.72
1.047,5.7,89.7,67,4165.04
1.068,0.7,86.2,63,3787.15
1.064,3.8,54.3,50,2981.52
1.238,28.2,47,54,4353.89
1.056,32,54.6,66,7064.97
1.02,25,21.5,69,6344.73
1.3,12.1,32.8,37,2291.75
1.007,3.1,63.7,39,1653.49
1.251,11.3,94.2,45,2923.58
1.11,35.7,94.2,40,2202.17
1.252,33.2,77.2,34,1718.44
1.166,6.2,58.8,49,2424.95
1.27,6.4,41.4,52,3064.28
1.278,29,53.1,59,6459.25
1.003,11.3,98.8,58,4126.94
1.023,18.6,88.6,30,895.71
1.075,11.1,58.8,55,3232.67
1.201,2.1,88.3,48,3113.42
1.266,-0.6,79.8,68,4827.91
1.138,-3,52.3,33,1099.39
1.182,-9.4,59.5,49,2291.79
1.057,4,57.1,70,5962.91
1.241,-1.4,21.2,64,4974.57
1.29,2.9,45.7,33,1609.29
1.081,-6.2,23.1,39,1398.17
1.148,7.1,90.8,75,7456.98
1.026,16,66.9,75,6716.08
1.168,37.2,52.3,68,8475.51
1.151,7.4,28,63,5821.71
1.043,-8.4,23.3,66,3362.11
1.133,8.1,40.5,60,3570.64
1.1,30.9,51.7,62,6426.9
1.157,7,67.9,40,1782.41
1.176,4.6,48.2,44,2630.06
1.003,35.9,58.5,41,1912.13
1.228,4.9,74.4,38,1782.02
1.214,38.5,23.5,36,2230.53
1.11,31.6,62,49,2815.02
1.016,24.2,42.8,31,980.22
1.226,19.9,82.6,61,5346.24
1.287,1.2,45.8,56,4512.52
1.072,26.5,33.6,63,4511.96
1.097,7.4,83.2,68,4624.86
1.055,14.3,81.5,55,3783.04
1.173,-4.8,57.1,33,1200.07
1.046,4.8,34.7,43,2372.4
1.107,16.5,57.8,72,6698.78
1.209,13.4,55.3,72,8359.6
1.168,7.2,31.8,76,7831.02
1.116,13.6,49,37,1941.83
1.126,27.2,85.2,67,6117.3
1.169,13,60.2,70,7059.55
1.002,15.3,30.4,48,3185.6
1.024,25.1,90.8,72,6562.23
1.264,32.1,79.5,65,7366.21
1.023,16.3,63.5,65,5132.45
1.212,37.4,41.4,71,8968.55
1.276,7.7,27.7,55,3836.32
1.081,2.6,79.1,52,2832.14
1.111,24.7,70.2,48,2979.67
1.171,-1.2,85.6,51,3384.58
1.265,35,75.1,31,1874.76
1.283,9.3,32.4,46,3226.66
1.222,24.9,56.2,33,1621.82
1.026,18.5,45,63,5345.76
1.201,-7.3,89.2,60,4610.11
1.123,25.5,41.9,31,1298.76
1.141,29.5,59.6,77,9882.9
1.015,39.1,63.9,34,1856.71
1.057,10.8,70,60,3502.24
1.237,15.1,70.8,72,8062.35
1.136,33.7,71.7,79,10317.98
1.09,3.5,48.4,61,4660.07
1.115,-0.5,60.5,48,2329.28
1.256,-3.4,24.7,56,4556.85
1.225,38.9,62.2,48,3805.43
1.082,3.5,69.8,46,2513.76
1.035,27.9,79.6,46,2871.6
1.076,12.5,31.8,41,2352.89
1.276,2,69.6,63,5181
1.174,35.7,46.2,66,7380.45
1.16,13.2,52.3,61,4140.44
1.179,18.3,58,65,6311.34
1.11,1.1,30.3,45,1857.1
1.242,6.2,39.2,39,2393
1.157,27.4,25.1,75,9204.19
1.035,7.2,97.9,45,2230.24
1.039,15.3,35.3,56,4221.18
1.161,-4.3,70.7,71,4750.27
1.281,32.5,29.2,67,8726.7
1.093,26.9,75.8,65,4734.52
1.261,28,90,35,2313.03
1.229,-1.1,58,51,2788.45
1.074,14.8,74.9,38,2134.36
1.011,-8.6,72.9,37,1341.03
1.031,5.8,72.3,68,4985.87
1.219,7.4,28.5,41,2631.22
1.06,35.7,85.3,41,2720.91
1.111,39.6,66.9,78,10098.63
1.151,20.9,38.2,48,3683.12
1.218,15.8,55.2,42,2910.93
1.034,12,78,73,7101.79
1.122,-9.1,71.4,56,2618.56
1.146,30,32.2,55,4675.13
1.162,23.6,68.1,56,5110.54
1.246,22.5,60.7,36,1974.4
1.052,30.5,72.3,39,1683.66
1.242,36.4,82.8,39,3032.54
1.208,9.5,46.3,58,5179.55
1.167,11.3,52.7,58,4217.35
1.21,38.8,67.5,55,5364.16
1.124,23.2,82.6,68,5998.64
1.042,32.6,69.4,60,5746.81
1.2,1.1,21.2,77,6712.42
1.157,5.9,99.3,45,2250.09
1.192,9.6,22.3,41,2552.14
1.101,5.8,89.5,61,4380.86
1.272,34.2,92.5,54,5221.33
1.176,15.6,37.2,39,2115.98
1.026,37.7,82,78,8957.98
1.135,6.1,58.1,37,1498.95
1.227,-8.1,53.4,68,5275.88
1.238,-3.1,31.7,47,2483.73
1.148,0.9,56.8,42,2166.82
1.268,22,71,78,9995.02
1.08,-0.9,59.8,36,1325.38
1.123,9.1,37.9,39,1818.76
1.27,29.8,59,53,4368.72
1.269,-3.8,89.9,49,2762.5
1.206,-6,85.4,71,6398.03
1.258,17,35.3,46,2875.81
1.027,24.9,59.1,70,7508.1
1.259,35.5,68.3,59,5319.16
1.096,23.1,62.6,44,2472.73
1.053,37.3,72.8,60,4235.26
1.072,2.2,74.7,62,4174.55
1.125,7.1,52.3,47,3126.54
1.075,32,39.4,75,7773.93
1.096,30.6,55.4,78,10090.81
1.04,23.2,28.6,68,6024.48
1.089,15.3,79.8,44,2020.2
1.172,-9.1,82,40,2016.26
1.133,4,95.5,55,4270.81
1.104,-2.1,91.9,45,2579.45
1.224,-7.4,30.2,31,1112.23
1.268,28.8,63.7,55,4079.24
1.227,-3.4,76.4,50,3073.78
1.1,7.9,86.3,43,2284.66
1.223,38.9,43.8,37,2029.87
1.046,10.5,99,70,5949.94
1.039,-2.9,60.3,57,2744.95
1.104,24.5,57,58,5158.53
1.242,30.5,53.8,64,6798.3
1.074,4,34.2,48,2588.5
1.019,30.5,64.6,49,3818.67
1.04,3.6,30,49,2935.2
1.258,24.7,87.5,39,2108.37
1.19,-3.8,23.9,50,3425.34
1.076,11.4,88.2,36,1312.23
1.167,16,84.9,60,3920.62
1.158,26.3,44.1,74,8895.42
1.197,22.5,22.9,55,3736.85
1.07,32.7,90.8,66,5989.69
1.259,-0.8,84.3,52,3149.15
1.093,23.1,70.8,31,1165.08
1.208,-3.6,24.4,43,2336.82
1.005,13.9,60.7,76,5784.78
1.112,16.2,94.7,75,6017.12
1.106,-8.6,28.5,65,4361.97
1.163,-6.5,60.8,44,2065.76
1.022,32,84.3,63,5095.75
1.237,4.3,72.9,40,2456.9
1.065,7.3,51.6,30,1043.45
1.203,22,91.4,58,4018.28
1.241,1,62.2,72,7527.13
1.169,-0.4,89.5,48,2824.05
1.222,11.1,68.9,61,4386.11
1.199,-7.1,45,31,954.99
1.107,35.8,91.9,71,8833.48
1.243,37,90.4,64,7970.06
1.088,12.4,44.5,75,7284.5
1.171,0.5,37.3,68,4606.53
1.224,13.5,98.3,45,3076.3
1.114,-5,57.9,80,7302.16
1.091,9.9,99.8,74,6080.1
1.138,-6.3,40.3,68,5769.5
1.245,25.3,28.1,66,7242.29
1.279,3.8,20.6,68,7244.24
1.164,16,45,53,3906.98
1.198,-9.3,66.8,38,1805.41
1.271,16.2,39.9,70,7528.39
1.03,-9.8,66.1,74,5241.7
1.07,36.3,24.5,79,8278.15
1.213,15.1,97.6,78,8832.47
